Ýrsaliye Tarihi,Ýrsaliye No,Resmi Belge No,Satýþ Tipi,Müþteri Ünvaný,Nakliyeci Ünvan,Plaka,Miktar, Nakliye Yerel Tutar , Nakliye Yerel Tutar Toplam , Nakliye Firma Tutar , Nakliye Firma Tutar Toplam ,Þehir
19/04/2023,"5,800",13491,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,DGAU720,"25,160", -   , -   , -   , -   ,BEOGRAD
19/04/2023,"5,801",13492,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK0213AV,"20,820", -   , -   , -   , -   ,SHKUP
19/04/2023,"5,802",13493,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05936FS,"25,740", -   , -   , -   , -   ,FERIZAJ
19/04/2023,"5,803",13495,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA962SI,"34,840", -   , -   , -   , -   ,FUSHE KRUJE
19/04/2023,"5,804",13496,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05934FS,"26,540", -   , -   , -   , -   ,FERIZAJ
19/04/2023,"5,805",13497,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05136FI,"26,260", -   , -   , -   , -   ,FERIZAJ
19/04/2023,"5,806",13498,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK7849AZ,"20,780", -   , -   , -   , -   ,SHKUP
19/04/2023,"5,807",13499,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05867GK,"25,920", -   , -   , -   , -   ,LIPJAN
19/04/2023,"5,808",13500,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05825FN,"27,080", -   , -   , -   , -   ,LIPJAN
19/04/2023,"5,809",13501,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01113SI,"21,540", -   , -   , -   , -   ,LIPJAN
19/04/2023,"5,810",13502,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009GL,"33,820", -   , -   , -   , -   ,FUSHE KRUJE
19/04/2023,"5,811",13503,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06231DS,"22,540", -   , -   , -   , -   ,VITI
19/04/2023,"5,812",DURRES - M/V TOLMIROS,Yurt Ýçi,INTER ACTION SHPK,INTER ACTION SHPK,TR9659T,"18,120", -   , -   , -   , -   ,TIRANE
19/04/2023,"5,813",13504,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,04854GI,"24,480", -   , -   , -   , -   ,LIPJAN
19/04/2023,"5,814",13505,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06353EP,"24,800", -   , -   , -   , -   ,VITI
19/04/2023,"5,815",13506,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),03578HD,"21,280", -   , -   , -   , -   ,VITI
19/04/2023,"5,816",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA395GA,"36,400", -   , -   , -   , -   ,FUSHE KRUJE
19/04/2023,"5,817",13507,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,06275DN,"24,220", -   , -   , -   , -   ,LIPJAN
19/04/2023,"5,818",13508,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,04759JQ,"23,260", -   , -   , -   , -   ,LIPJAN
19/04/2023,"5,819",13510,Yurt Ýçi,BESTA SHPK,AIVI 2020 (KLEVIS DAKA),AA074UB,"33,660", 941.00 ," 31,674.06 ", 8.35 , 281.22 ,BERAT
19/04/2023,"5,820",13511,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),02518EO,"21,320", -   , -   , -   , -   ,VITI
19/04/2023,"5,821",13512,Yurt Ýçi,TURI AND MZB SHPK,MUSTERI,AB310KU,"33,500"," 1,700.00 "," 56,950.00 ", 15.09 , 505.64 ,VLORE
19/04/2023,"5,822",13513,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01492SL,"24,000", -   , -   , -   , -   ,PRISHTINE
19/04/2023,"5,823",13514,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"35,500", -   , -   , -   , -   ,ELBASAN
19/04/2023,"5,824",13515,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 897 LV,"33,240", -   , -   , -   , -   ,FUSHE KRUJE
19/04/2023,"5,825",13517,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),01 349 UK,"26,020", -   , -   , -   , -   ,VITI
19/04/2023,"5,826",13518,Yurt Ýçi,CEKREZI METAL SHPK,CEKREZI METAL SHPK,AA 0587 VN,"8,040", -   , -   , -   , -   ,TIRANE
19/04/2023,"5,827",13519,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 552 HE,"31,140", -   , -   , -   , -   ,ELBASAN
19/04/2023,"5,828",13520,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 283 DL,"33,740", -   , -   , -   , -   ,ELBASAN
19/04/2023,"5,829",13521,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK CV 539,"24,520", -   , -   , -   , -   ,PODGORICE
19/04/2023,"5,830",13522,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 124 GB,"32,480", -   , -   , -   , -   ,ELBASAN
19/04/2023,"5,831",13523,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 596 PO,"29,140", -   , -   , -   , -   ,GRACANICE
19/04/2023,"5,832",13524,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 543 FY,"22,020", -   , -   , -   , -   ,SHKUP
19/04/2023,"5,833",13526,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 220 GB,"35,100", -   , -   , -   , -   ,ELBASAN
19/04/2023,"5,834",13528,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 168 GB,"25,560", -   , -   , -   , -   ,SHKUP
19/04/2023,"5,835",13529,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AM 979,"25,620", -   , -   , -   , -   ,SPLIT
19/04/2023,"5,836",13531,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 962 SI,"32,220", -   , -   , -   , -   ,FUSHE KRUJE
19/04/2023,"5,837",13532,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AB 093 GE,"25,780", -   , -   , -   , -   ,PRISHTINE
19/04/2023,"5,838",13533,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 0766 AR,"20,980", -   , -   , -   , -   ,SHKUP
19/04/2023,"5,839",13534,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 645 PF,"29,100", -   , -   , -   , -   ,GRACANICE
19/04/2023,"5,840",13535,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 163 EN,"25,600", -   , -   , -   , -   ,FERIZAJ
19/04/2023,"5,841",13536,Yurt Dýþý,SS ALGA  (MONTENEGRO),ARMAND VELIAJ,AA 929 UO,"26,740"," 2,252.60 "," 60,234.52 ", 20.00 , 534.80 ,PODGORICE
19/04/2023,"5,842",13537,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 138 FI,"25,780", -   , -   , -   , -   ,FERIZAJ
19/04/2023,"5,843",13538,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK CZ 962,"25,460", -   , -   , -   , -   ,PODGORICE
19/04/2023,"5,844",13539,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 139 FI,"25,880", -   , -   , -   , -   ,FERIZAJ
19/04/2023,"5,845",13540,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK CC 861,"26,200", -   , -   , -   , -   ,PODGORICE
19/04/2023,"5,846",13542,Yurt Dýþý,DI GIPS  BULGARIA LTD,DI GIPS  BULGARIA LTD,AA 330 GB,"23,580", -   , -   , -   , -   ,SOFIA
19/04/2023,"5,847",13543,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 107 DV,"41,280", -   , -   , -   , -   ,FUSHE KRUJE
19/04/2023,"5,848",13544,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 941 FS,"26,660", -   , -   , -   , -   ,FERIZAJ
19/04/2023,"5,849",13545,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,AA724NK,"27,080", -   , -   , -   , -   ,LIPJAN
19/04/2023,"5,850",13546,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06724FO,"26,680", -   , -   , -   , -   ,VITI
19/04/2023,"5,851",13547,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK0213AV,"21,800", -   , -   , -   , -   ,SHKUP
19/04/2023,"5,852",13548,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB741BA,"30,340", -   , -   , -   , -   ,FUSHE KRUJE
20/04/2023,"5,853",13549,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 2216 BD,"21,280", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,854",13551,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,AA 051 MD,"27,560", -   , -   , -   , -   ,LIPJAN
20/04/2023,"5,855",13552,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 5908 BK,"21,260", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,856",13553,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 5835 BK,"26,860", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,857",13554,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 7849 AZ,"20,840", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,858",13555,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,AB 997 EE,"25,140", -   , -   , -   , -   ,LIPJAN
20/04/2023,"5,859",13556,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"34,940", -   , -   , -   , -   ,ELBASAN
20/04/2023,"5,860",13557,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 5836 BK,"22,800", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,861",13558,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"32,140", -   , -   , -   , -   ,ELBASAN
20/04/2023,"5,862",13559,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,01753SR,"23,840", -   , -   , -   , -   ,LIPJAN
20/04/2023,"5,863",13560,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01859PJ,"24,340", -   , -   , -   , -   ,PRISHTINE
20/04/2023,"5,864",13562,Yurt Ýçi,AIB - GOLEM SHPK,AIVI 2020 (KLEVIS DAKA),AA074UB,"36,180", 990.00 ," 35,818.20 ", 8.82 , 318.95 ,DURRES
20/04/2023,"5,865",13563,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DGAM433,"25,720", -   , -   , -   , -   ,SPLIT
20/04/2023,"5,866",13564,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AS 289,"25,180", -   , -   , -   , -   ,SPLIT
20/04/2023,"5,867",13565,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 738 OR,"26,280", -   , -   , -   , -   ,LIPJAN
20/04/2023,"5,868",13566,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,04 591 IK,"22,520", -   , -   , -   , -   ,LIPJAN
20/04/2023,"5,869",13567,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,04   217 IL,"27,000", -   , -   , -   , -   ,GRACANICE
20/04/2023,"5,870",13568,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 825 FN,"27,940", -   , -   , -   , -   ,LIPJAN
20/04/2023,"5,871",13569,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 137 SB,"25,640", -   , -   , -   , -   ,LIPJAN
20/04/2023,"5,872",13570,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB035GB,"33,580", -   , -   , -   , -   ,ELBASAN
20/04/2023,"5,873",13571,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 867 GK,"26,660", -   , -   , -   , -   ,LIPJAN
20/04/2023,"5,874",13572,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"38,120", -   , -   , -   , -   ,ELBASAN
20/04/2023,"5,875",13573,Yurt Ýçi,INTER ACTION SHPK,ARMAND VELIAJ,AA 236 HC,"28,800", 990.00 ," 28,512.00 ", 8.82 , 253.89 ,VORE
20/04/2023,"5,876",13574,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06 724 FO,"26,120", -   , -   , -   , -   ,VITI
20/04/2023,"5,877",13575,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"32,360", -   , -   , -   , -   ,FUSHE KRUJE
20/04/2023,"5,878",13576,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),01 386 SO,"26,300", -   , -   , -   , -   ,VITI
20/04/2023,"5,879",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009GL,"37,340", -   , -   , -   , -   ,FUSHE KRUJE
20/04/2023,"5,881",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA244YE,"36,280", -   , -   , -   , -   ,FUSHE KRUJE
20/04/2023,"5,882",13580,Yurt Ýçi,INTER ACTION SHPK,ARMAND VELIAJ,AA 208 KS,"31,420", 990.00 ," 31,105.80 ", 8.82 , 276.99 ,VORE
20/04/2023,"5,883",13581,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 884 RI,"37,660", -   , -   , -   , -   ,FUSHE KRUJE
20/04/2023,"5,884",13582,Yurt Ýçi,MUSTERI,MUSTERI,AB 946 AC,"5,380", -   , -   , -   , -   ,ELBASAN
20/04/2023,"5,885",13583,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"34,300", -   , -   , -   , -   ,FUSHE KRUJE
20/04/2023,"5,886",13584,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 053 GY,"34,620", -   , -   , -   , -   ,FUSHE KRUJE
20/04/2023,"5,887",13585,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"32,740", -   , -   , -   , -   ,FUSHE KRUJE
20/04/2023,"5,888",13586,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 0731 BC,"20,800", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,889",13587,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 9249 AK,"21,320", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,890",13588,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 057 GE,"24,600", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,891",13589,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"33,560", -   , -   , -   , -   ,ELBASAN
20/04/2023,"5,892",13590,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 0798 BG,"25,220", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,893",13591,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"34,280", -   , -   , -   , -   ,ELBASAN
20/04/2023,"5,894",13592,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 7714AM,"26,880", -   , -   , -   , -   ,SHKUP
20/04/2023,"5,895",13593,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"34,360", -   , -   , -   , -   ,ELBASAN
22/04/2023,"5,896",13594,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 853 SI,"25,740", -   , -   , -   , -   ,TETOVE
22/04/2023,"5,897",13595,Yurt Dýþý,SS ALGA  (MONTENEGRO),ARMAND VELIAJ,AB 031 FM,"26,880"," 2,240.80 "," 60,232.70 ", 20.00 , 537.60 ,PODGORICE
22/04/2023,"5,898",13596,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AA 371 VA,"24,220", -   , -   , -   , -   ,PRISHTINE
22/04/2023,"5,899",13597,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"32,500", -   , -   , -   , -   ,FUSHE KRUJE
22/04/2023,"5,900",13598,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 962 SI,"33,860", -   , -   , -   , -   ,FUSHE KRUJE
22/04/2023,"5,901",13600,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,AA611 BA,"28,000", -   , -   , -   , -   ,LIPJAN
22/04/2023,"5,902",13601,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,AA 068 TK,"26,180", -   , -   , -   , -   ,LIPJAN
22/04/2023,"5,903",13602,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AA 051 MD,"27,620", -   , -   , -   , -   ,PRISHTINE
22/04/2023,"5,904",13603,Yurt Ýçi,KONTAKT SHPK,MUSTERI,AB 303 KU,"33,400", 745.00 ," 24,883.00 ", 6.65 , 222.09 ,TIRANE
24/04/2023,"5,905",13604,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"32,860", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,906",13605,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 107 DV,"38,840", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,907",13606,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 0213AV,"22,660", -   , -   , -   , -   ,SHKUP
24/04/2023,"5,908",13608,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,04 831 HD,"26,900", -   , -   , -   , -   ,GRACANICE
24/04/2023,"5,909",13609,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 737 EA,"38,320", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,910",13610,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,PP 034 NL,"23,840", -   , -   , -   , -   ,BEOGRAD
24/04/2023,"5,911",13611,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK DD 890,"24,740", -   , -   , -   , -   ,PODGORICE
20/04/2023,"5,912",6852/2023,Yurt Ýçi,ALKO-IMPEX SHPK(KIREC),ALKO-IMPEX SHPK(KIREC),,"1,500", -   , -   , -   , -   ,TIRANE
24/04/2023,"5,913",13615,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AB 734 CZ,"25,440", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,914",13616,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 451 CU,"33,700", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,915",13617,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 3156 BE,"20,940", -   , -   , -   , -   ,SHKUP
24/04/2023,"5,916",13618,Yurt Dýþý,GLOBAL STEEL SERVICES DOO,GLOBAL STEEL SERVICES DOO,BP BN 089,"23,980", -   , -   , -   , -   ,BEOGRAD
24/04/2023,"5,917",13619,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AB 161 HS,"25,440", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,918",13621,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"33,040", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,919",13622,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AB 336 FS,"25,400", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,920",13624,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AA 253 HT,"25,180", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,921",13626,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"34,380", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,922",13627,Yurt Ýçi,ELBA BETON (ARIAN),ELBA BETON (ARIAN),AB 107 GT,"36,840", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,923",13628,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AA 685 PN,"25,560", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,924",13630,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 7849 AZ,"22,140", -   , -   , -   , -   ,SHKUP
24/04/2023,"5,925",13632,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401DL,"33,240", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,926",13633,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AA 535 UG,"25,500", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,927",13635,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AB 242 HS,"25,460", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,929",13637,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AB 052 DV,"27,760", -   , -   , -   , -   ,PRISHTINE
24/04/2023,"5,930",13638,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"32,880", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,931",13639,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AB 259 FS,"25,480", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,932",13641,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"32,860", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,933",13642,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"31,820", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,934",13643,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"35,000", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,935",13644,Yurt Ýçi,DIEL SH.P.K,DIEL SH.P.K,AA 918 VK,"34,680", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,936",13645,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AB185HS,"25,440", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,937",13647,Yurt Ýçi,DRITAN SULAJ,MUSTERI,AB305KU,"35,360", 745.00 ," 26,343.20 ", 6.65 , 235.12 ,LUSHNJE
24/04/2023,"5,939",13648,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),02518EO,"21,460", -   , -   , -   , -   ,VITI
24/04/2023,"5,940",13649,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NKCR207,"24,700", -   , -   , -   , -   ,PODGORICE
24/04/2023,"5,941",13650,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA244YE,"33,260", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,942",13651,Yurt Dýþý,SS ALGA  (MONTENEGRO),ARMAND VELIAJ,AA 134 OM,"26,740"," 2,240.80 "," 59,918.99 ", 20.00 , 534.80 ,PODGORICE
24/04/2023,"5,943",13652,Yurt Dýþý,PIN DOO,PIN DOO,NP 049 IB,"25,120", -   , -   , -   , -   ,BEOGRAD
24/04/2023,"5,944",13653,Yurt Dýþý,RRONI FER SHPK (KOSOVA),RRONI FER SHPK (KOSOVA),04 425 IM,"27,180", -   , -   , -   , -   ,GJAKOVE
24/04/2023,"5,945",13654,Yurt Ýçi,CWI-ALBANIA SHA_HEKUR,CWI-ALBANIA SHA_HEKUR,AB 734 CZ,"25,420", -   , -   , -   , -   ,ELBASAN
24/04/2023,"5,946",123656,Yurt Dýþý,PIN DOO,PIN DOO,NP 080 GF,"24,620", -   , -   , -   , -   ,BEOGRAD
24/04/2023,"5,947",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"33,880", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,948",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 962 SI,"34,280", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,949",13657,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 053 GY,"36,060", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,950",DURRES - M/V LADY DIVINA,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 LL ,"15,200", -   , -   , -   , -   ,FUSHE KRUJE
24/04/2023,"5,951",DURRES - M/V DYNASTY,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 LL,"16,180", -   , -   , -   , -   ,FUSHE KRUJE
