Ýrsaliye No,Resmi Belge No,Plaka No,Stok Kodu,Stok Adý,Miktar,Birim,Müþteri Ünvaný,Ýrsaliye Tarihi
"1,138",18355,                                                            ,DM.00.025,12 Hekur Periodik,"10,360",KG,RAFAELO SHPK   (MG),24/01/2023
"1,138",18355,                                                            ,DM.00.030,14 Hekur Periodik,"8,300",KG,RAFAELO SHPK   (MG),24/01/2023
"1,138",18355,                                                            ,DM.00.035,16 Hekur Periodik,"4,300",KG,RAFAELO SHPK   (MG),24/01/2023
"1,138",18355,                                                            ,DM.00.045,20 Hekur Periodik,"2,000",KG,RAFAELO SHPK   (MG),24/01/2023
"1,139",18357,                                                            ,DM.00.035,16 Hekur Periodik,"24,240",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,140",18358,                                                            ,DM.00.010,8 Hekur Periodik,"7,960",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,140",18358,                                                            ,DM.00.020,10 Hekur Periodik,"2,000",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,140",18358,                                                            ,DM.00.025,12 Hekur Periodik,"4,200",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,140",18358,                                                            ,DM.00.030,14 Hekur Periodik,"2,200",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,140",18358,                                                            ,DM.00.035,16 Hekur Periodik,"6,100",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,140",18358,                                                            ,DM.00.040,18 Hekur Periodik,"4,300",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,140",18358,                                                            ,DM.00.045,20 Hekur Periodik,"2,000",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,140",18358,                                                            ,DM.00.050,22 Hekur Periodik,"4,000",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,141",18359,                                                            ,DM.00.035,16 Hekur Periodik,"23,200",KG,FOKUS TRADE BALKAN DOOEL,24/01/2023
"1,142",18361,                                                            ,DM.00.010,8 Hekur Periodik,"12,460",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,142",18361,                                                            ,DM.00.025,12 Hekur Periodik,"11,500",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,142",18361,                                                            ,DM.00.035,16 Hekur Periodik,"8,680",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,143",18362,                                                            ,DM.00.030,14 Hekur Periodik,"12,540",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,143",18362,                                                            ,DM.00.035,16 Hekur Periodik,"14,180",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,144",18363,                                                            ,DM.00.050,22 Hekur Periodik,"25,000",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,145",18364,                                                            ,DM.00.010,8 Hekur Periodik,"2,060",KG,G.P.G COMPANY SHPK ,24/01/2023
"1,145",18364,                                                            ,DM.00.020,10 Hekur Periodik,"6,480",KG,G.P.G COMPANY SHPK ,24/01/2023
"1,145",18364,                                                            ,DM.00.030,14 Hekur Periodik,"11,060",KG,G.P.G COMPANY SHPK ,24/01/2023
"1,145",18364,                                                            ,DM.00.035,16 Hekur Periodik,"6,560",KG,G.P.G COMPANY SHPK ,24/01/2023
"1,146",18365,                                                            ,DM.00.035,16 Hekur Periodik,"4,380",KG,FUSHA SHPK,24/01/2023
"1,146",18365,                                                            ,DM.00.050,22 Hekur Periodik,"27,000",KG,FUSHA SHPK,24/01/2023
"1,147",18366,                                                            ,DM.00.020,10 Hekur Periodik,"26,320",KG,EURO STEEL-MN,24/01/2023
"1,148",18367,                                                            ,DM.00.025,12 Hekur Periodik,"25,300",KG,EURO ABI (KOSOVA),24/01/2023
"1,149",18369,                                                            ,DM.00.020,10 Hekur Periodik,"24,980",KG,SHPK NDERIMI(KOSOVA),24/01/2023
"1,150",18370,                                                            ,DM.00.010,8 Hekur Periodik,"8,180",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,150",18370,                                                            ,DM.00.025,12 Hekur Periodik,"8,040",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,150",18370,                                                            ,DM.00.030,14 Hekur Periodik,"2,260",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,150",18370,                                                            ,DM.00.055,25 Hekur Periodik,"2,120",KG,SHIJAKU SHPK (SHSH),24/01/2023
"1,151",18371,                                                            ,DM.00.045,20 Hekur Periodik,"22,600",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,152",18372,                                                            ,DM.00.050,22 Hekur Periodik,"25,240",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,153",18373,                                                            ,DM.00.050,22 Hekur Periodik,"24,820",KG,STIL ZELEZO DOOEL ,24/01/2023
"1,154",18374,                                                            ,DM.00.025,12 Hekur Periodik,"24,840",KG,UNITRADE SHPK (KOSOVA),24/01/2023
"1,154",18374,                                                            ,DM.00.030,14 Hekur Periodik,"2,140",KG,UNITRADE SHPK (KOSOVA),24/01/2023
"1,155",18375,                                                            ,DM.00.030,14 Hekur Periodik,"12,300",KG,UNITRADE SHPK (KOSOVA),24/01/2023
"1,155",18375,                                                            ,DM.00.035,16 Hekur Periodik,"14,220",KG,UNITRADE SHPK (KOSOVA),24/01/2023
"1,156",18376,                                                            ,DM.00.010,8 Hekur Periodik,"14,000",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,156",18376,                                                            ,DM.00.020,10 Hekur Periodik,"6,300",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,156",18376,                                                            ,DM.00.025,12 Hekur Periodik,"9,600",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,156",18376,                                                            ,DM.00.035,16 Hekur Periodik,"4,200",KG,LARTI SHPK (A.ISAI),24/01/2023
"1,157",18377,                                                            ,DM.00.035,16 Hekur Periodik,"23,280",KG,METAL KOMERC LTD DOO (SIRBISTAN),24/01/2023
"1,158",18378,                                                            ,DM.00.020,10 Hekur Periodik,"14,000",KG,UNITRADE SHPK (KOSOVA),24/01/2023
"1,158",18378,                                                            ,DM.00.025,12 Hekur Periodik,"12,400",KG,UNITRADE SHPK (KOSOVA),24/01/2023
"1,159",18379,                                                            ,DM.00.025,12 Hekur Periodik,"26,520",KG,METAL MIX SHPK ,24/01/2023
"1,160",18380,                                                            ,DM.00.020,10 Hekur Periodik,"25,420",KG,METAL IN (KOSOVA),24/01/2023
"1,161",18383,                                                            ,DM.00.020,10 Hekur Periodik,"2,100",KG,SHIJAKU SHPK (SHSH),25/01/2023
"1,161",18383,                                                            ,DM.00.025,12 Hekur Periodik,"13,200",KG,SHIJAKU SHPK (SHSH),25/01/2023
"1,161",18383,                                                            ,DM.00.045,20 Hekur Periodik,"10,300",KG,SHIJAKU SHPK (SHSH),25/01/2023
"1,161",18383,                                                            ,DM.00.050,22 Hekur Periodik,"6,100",KG,SHIJAKU SHPK (SHSH),25/01/2023
"1,162",18384,                                                            ,DM.00.025,12 Hekur Periodik,"8,900",KG,SHPK NDERIMI(KOSOVA),25/01/2023
"1,162",18384,                                                            ,DM.00.030,14 Hekur Periodik,"16,540",KG,SHPK NDERIMI(KOSOVA),25/01/2023
"1,163",18385,                                                            ,DM.00.025,12 Hekur Periodik,"25,340",KG,SHPK NDERIMI(KOSOVA),25/01/2023
"1,164",18386,                                                            ,DM.00.020,10 Hekur Periodik,"17,780",KG,EURO STEEL-MN,25/01/2023
"1,164",18386,                                                            ,DM.00.040,18 Hekur Periodik,"8,500",KG,EURO STEEL-MN,25/01/2023
"1,165",18387,                                                            ,DM.00.010,8 Hekur Periodik,"4,200",KG,SHIJAKU SHPK (SHSH),25/01/2023
"1,165",18387,                                                            ,DM.00.040,18 Hekur Periodik,"10,500",KG,SHIJAKU SHPK (SHSH),25/01/2023
"1,165",18387,                                                            ,DM.00.045,20 Hekur Periodik,"20,420",KG,SHIJAKU SHPK (SHSH),25/01/2023
"1,165",18387,                                                            ,DM.00.050,22 Hekur Periodik,"4,100",KG,SHIJAKU SHPK (SHSH),25/01/2023
"1,166",18388,                                                            ,DM.00.020,10 Hekur Periodik,"25,100",KG,SHPK NDERIMI(KOSOVA),25/01/2023
"1,167",18389,                                                            ,DM.00.020,10 Hekur Periodik,"4,200",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/01/2023
"1,167",18389,                                                            ,DM.00.025,12 Hekur Periodik,"11,940",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/01/2023
"1,167",18389,                                                            ,DM.00.030,14 Hekur Periodik,"4,400",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/01/2023
"1,167",18389,                                                            ,DM.00.040,18 Hekur Periodik,"4,100",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/01/2023
"1,168",18390,                                                            ,DM.00.020,10 Hekur Periodik,"25,280",KG,SHPK NDERIMI(KOSOVA),25/01/2023
"1,169",18391,                                                            ,DM.00.010,8 Hekur Periodik,"26,240",KG,EURO ABI (KOSOVA),25/01/2023
"1,170",18392,                                                            ,DM.00.025,12 Hekur Periodik,"25,180",KG,EURO ABI (KOSOVA),25/01/2023
"1,171",18394,                                                            ,EM.02.100," 5,5 Hekur Katanke ","24,240",KG,EURO STEEL-MN,25/01/2023
"1,171",18394,                                                            ,EM.02.100," 5,5 Hekur Katanke ","1,360",KG,EURO STEEL-MN,25/01/2023
"1,172",18396,                                                            ,DM.00.025,12 Hekur Periodik,"27,360",KG,METAL IN (KOSOVA),25/01/2023
"1,173",18397,                                                            ,DM.00.010,8 Hekur Periodik,"2,000",KG,KONTAKT SHPK,25/01/2023
"1,173",18397,                                                            ,DM.00.020,10 Hekur Periodik,"2,100",KG,KONTAKT SHPK,25/01/2023
"1,173",18397,                                                            ,DM.00.030,14 Hekur Periodik,"2,100",KG,KONTAKT SHPK,25/01/2023
"1,173",18397,                                                            ,DM.00.035,16 Hekur Periodik,"4,400",KG,KONTAKT SHPK,25/01/2023
"1,173",18397,                                                            ,DM.00.040,18 Hekur Periodik,"2,100",KG,KONTAKT SHPK,25/01/2023
"1,173",18397,                                                            ,DM.00.045,20 Hekur Periodik,"4,100",KG,KONTAKT SHPK,25/01/2023
"1,173",18397,                                                            ,DM.00.050,22 Hekur Periodik,"4,100",KG,KONTAKT SHPK,25/01/2023
"1,174",18398,                                                            ,EM.02.100," 5,5 Hekur Katanke ","28,320",KG,ODS METAL SHPK,25/01/2023
"1,175",18399,                                                            ,DM.00.035,16 Hekur Periodik,"10,000",KG,FOKUS TRADE BALKAN DOOEL,25/01/2023
"1,175",18399,                                                            ,DM.00.055,25 Hekur Periodik,"12,040",KG,FOKUS TRADE BALKAN DOOEL,25/01/2023
"2,695",184,                                                            ,DM.00.010,8 Hekur Periodik,"4,000",KG,DRITAN SULAJ,24/02/2023
"2,695",184,                                                            ,DM.00.015,9 Hekur Periodik,"6,200",KG,DRITAN SULAJ,24/02/2023
"2,695",184,                                                            ,DM.00.025,12 Hekur Periodik,"4,200",KG,DRITAN SULAJ,24/02/2023
"2,695",184,                                                            ,DM.00.030,14 Hekur Periodik,"4,100",KG,DRITAN SULAJ,24/02/2023
"2,695",184,                                                            ,DM.00.035,16 Hekur Periodik,"4,400",KG,DRITAN SULAJ,24/02/2023
"2,695",184,                                                            ,DM.00.040,18 Hekur Periodik,"2,180",KG,DRITAN SULAJ,24/02/2023
